"cancer" "mutation" "mu0" "mu1" "mu"
"CH" "TCC_G" -19.7459945273462 1.43703974400569 -14.6092033951852
"CH" "TCC_T" -17.1898821707979 1.00343744671489 -13.7525369325326
"CH" "TCG_A" -18.1193062413092 1.14447850811328 -14.1407369391884
"CH" "TCG_G" -20.0999656587534 1.57961282841343 -14.3824641581853
"CH" "TCG_T" -14.9015122164107 0.878052698101969 -11.9352849655474
"CH" "TCT_A" -17.0911005372119 0.74694111509053 -14.6068224406926
"CH" "TCT_G" -20.0390026525947 1.71211853345361 -13.7728492233485
"CH" "TCT_T" -18.7496687309217 1.38899038272617 -13.8062500405008
"CH" "TTA_A" -20.0625134589339 1.29235323538055 -15.5043212810137
"CH" "TTA_C" -16.9570532197652 0.651306002037991 -14.8170069492126
"CH" "TTA_G" -21.6414864266341 1.53970796224394 -16.0875484602218
"CH" "TTC_A" -18.3068646928093 0.772267821461775 -15.7303723201117
"CH" "TTC_C" -18.8122448666297 1.07788186377593 -15.0906798573476
"CH" "TTC_G" -18.3750398124082 0.782530017738995 -15.7610604707137
"CH" "TTG_A" -21.2660080378219 1.41896799867448 -16.2020867534518
"CH" "TTG_C" -19.3868280850842 1.17337695114743 -15.2959460256371
"CH" "TTG_G" -19.51128583981 1.07817099066014 -15.7886106091606
"CH" "TTT_A" -21.5879213045389 1.49506407686225 -16.2160287448165
"CH" "TTT_C" -18.5007930212486 0.831098210599539 -15.7084543346192
"CH" "TTT_G" -20.9053904953186 1.40328371112608 -15.9045745388466
"COREAD" "ACA_A" -18.6010028844375 1.09600809315784 -13.9428369915083
"COREAD" "ACA_G" -18.9715830945285 1.00630064377253 -14.7065481357872
"COREAD" "ACA_T" -17.7112979805917 0.982955294046471 -13.5482739582748
"COREAD" "ACC_A" -18.1490084010895 1.01794615423608 -13.8330404590962
"COREAD" "ACC_G" -18.8836634425844 0.999764480058934 -14.647201695894
"COREAD" "ACC_T" -18.5055913250499 1.15982210776129 -13.5666858274287
"COREAD" "ACG_A" -18.6303652475599 1.08238869224039 -14.0319999922674
"COREAD" "ACG_G" -20.5918149196023 1.38980550595047 -14.6339135789601
"COREAD" "ACG_T" -13.8109772839746 0.834849734128814 -10.2921833296492
"COREAD" "ACT_A" -18.4562389684937 1.00664711036115 -14.1896891410386
"COREAD" "ACT_G" -18.7665471135298 1.05150533327055 -14.3036334003878
"COREAD" "ACT_T" -17.9251304588357 1.02649258622059 -13.5717642282137
"COREAD" "ATA_A" -18.8540570551188 0.953887077360958 -14.8178769013583
"COREAD" "ATA_C" -18.1118397454913 1.04856385829177 -13.6618159839089
"COREAD" "ATA_G" -19.3291604924318 1.02623044795582 -14.976941595988
"COREAD" "ATC_A" -19.4015503618388 1.12837401497275 -14.6011069840902
"COREAD" "ATC_C" -18.5105343154022 1.03241262300024 -14.131252982922
"COREAD" "ATC_G" -19.9302961572718 1.05046641663845 -15.4719353418876
"COREAD" "ATG_A" -20.6224969357478 1.26556481933452 -15.2164574039765
"COREAD" "ATG_C" -19.0013074801768 1.20528971243246 -13.861835207009
"COREAD" "ATG_G" -18.4419270283374 0.722222017781426 -15.4095235000534
"COREAD" "ATT_A" -19.6810979275785 1.18806971195312 -14.6176389127854
"COREAD" "ATT_C" -17.1470323766037 0.838282182502787 -13.6133665566673
"COREAD" "ATT_G" -21.6251950337037 1.52941117424935 -15.0434092870543
"COREAD" "CCA_A" -18.7318021218063 1.10538887618507 -14.0324228907807
"COREAD" "CCA_G" -19.103298710773 0.931659960780403 -15.1639789180788
"COREAD" "CCA_T" -17.6422812701267 0.94958146482015 -13.6248728436553
"COREAD" "CCC_A" -21.0837290808635 1.58376782301418 -14.2579723096943
"COREAD" "CCC_G" -20.0473840341957 1.18738806394297 -14.986932668586
"COREAD" "CCC_T" -17.5739669838261 0.954702742005359 -13.5342301915991
"COREAD" "CCG_A" -19.5300946306846 1.30927398924607 -13.9302707925203
"COREAD" "CCG_G" -17.3969850271087 0.613812319328903 -14.8297361898811
"COREAD" "CCG_T" -14.4346578436312 0.838079280756984 -10.9018712205164
"COREAD" "CCT_A" -20.2757216658107 1.40589854830765 -14.2461036141826
"COREAD" "CCT_G" -19.4230727420283 1.07956325560384 -14.8371083941976
"COREAD" "CCT_T" -17.2518934322324 0.859858814356734 -13.6246772868
"COREAD" "CTA_A" -20.4121171579841 1.24672794602942 -15.0894667512346
"COREAD" "CTA_C" -17.3512611926837 0.742436147867171 -14.2317925140264
"COREAD" "CTA_G" -20.8789670342392 1.30340710845881 -15.3051772382651
"COREAD" "CTC_A" -20.0401732794834 1.16014465931938 -15.0998465132462
"COREAD" "CTC_C" -17.6340088615497 0.873962348772553 -13.9455836906953
"COREAD" "CTC_G" -23.5826927817371 1.87839488817319 -15.4245559933893
"COREAD" "CTG_A" -18.9370536242555 0.875619890255988 -15.2414316603145
"COREAD" "CTG_C" -19.3521355817243 1.15465107439973 -14.4360122844719
"COREAD" "CTG_G" -21.801335400155 1.47392808007869 -15.467969376121
"COREAD" "CTT_A" -20.1689696628972 1.27455694113682 -14.7230964100609
"COREAD" "CTT_C" -18.0897055083933 0.992153670203097 -13.8865026280832
"COREAD" "CTT_G" -21.5642025095059 1.72201987190893 -14.1153117652647
"COREAD" "GCA_A" -17.6656872757884 0.973647035692815 -13.5433024225873
"COREAD" "GCA_G" -20.7266625898471 1.30044435234204 -15.1660171682934
"COREAD" "GCA_T" -17.9019826968757 1.01261498657229 -13.6093350374823
"COREAD" "GCC_A" -19.5766023262082 1.26159578694424 -14.188139575613
"COREAD" "GCC_G" -19.5850496748382 1.10122454369425 -14.9039683281635
"COREAD" "GCC_T" -18.6769094691198 1.21897481286889 -13.4769825465274
"COREAD" "GCG_A" -18.368442936988 1.05975513536901 -13.8693671375775
"COREAD" "GCG_G" -18.6942380380891 0.830653498960821 -15.1936213805573
"COREAD" "GCG_T" -14.3917648720345 0.894727747669731 -10.6131326145506
"COREAD" "GCT_A" -19.2138600231241 1.20713011680543 -14.0662599979482
"COREAD" "GCT_G" -19.6872203585623 1.13096025676516 -14.8753982049057
"COREAD" "GCT_T" -18.6018682398048 1.19009358049465 -13.5294786804631
"COREAD" "GTA_A" -18.4023951358506 0.771570183691227 -15.1572626788763
"COREAD" "GTA_C" -19.1823057911338 1.23311355680636 -13.9198782527832
"COREAD" "GTA_G" -20.2921288525515 1.13767361614171 -15.4507628886514
"COREAD" "GTC_A" -20.0564478774415 1.18248682120983 -15.017619419084
"COREAD" "GTC_C" -17.7175443775434 0.93061795770911 -13.7827625727276
"COREAD" "GTC_G" -17.9843552155088 0.597465926202381 -15.4869773426852
"COREAD" "GTG_A" -19.2779528837806 0.952301227149862 -15.2486872603755
"COREAD" "GTG_C" -18.1636534486394 0.914504163851777 -14.2990160571607
"COREAD" "GTG_G" -20.8116859680822 1.35201100066108 -15.0220021757263
"COREAD" "GTT_A" -21.0232633781708 1.46304994025762 -14.7385305872435
"COREAD" "GTT_C" -17.4545150881256 0.884899076855565 -13.7185923017206
"COREAD" "GTT_G" -20.0801528397051 1.23909431989334 -14.7912744099179
"COREAD" "TCA_A" -18.43532206438 1.11964189751868 -13.6732868743387
"COREAD" "TCA_G" -19.7817602684219 1.27022019643516 -14.3551002569219
"COREAD" "TCA_T" -17.6673405184088 0.987928281644445 -13.4825966907986
"COREAD" "TCC_A" -17.695097949765 0.905519962297011 -13.8695430753151
"COREAD" "TCC_G" -20.3417409983509 1.3360307157345 -14.6230943117796
"COREAD" "TCC_T" -18.0414209048448 1.05490089271586 -13.5636249752763
"COREAD" "TCG_A" -16.5432938144579 0.723130492563113 -13.5069795583081
"COREAD" "TCG_G" -20.04699834177 1.27977859879162 -14.5779861321895
"COREAD" "TCG_T" -14.6642426443643 0.878714680358965 -10.9551818312186
"COREAD" "TCT_A" -18.7781135230114 1.20484197415123 -13.6406184804557
"COREAD" "TCT_G" -18.6954812712717 1.11560011237272 -13.9512182058266
"COREAD" "TCT_T" -18.5615152691365 1.15803718341066 -13.6304743296582
"COREAD" "TTA_A" -20.249884516395 1.30229317097179 -14.6810369596182
"COREAD" "TTA_C" -18.4898325863512 1.06886371558125 -13.9508127244063
"COREAD" "TTA_G" -20.397157802775 1.29407983413135 -14.864742584619
"COREAD" "TTC_A" -20.1069643682163 1.15426306250964 -15.1925503144297
"COREAD" "TTC_C" -18.1827221817014 0.906682608279419 -14.3521107006815
"COREAD" "TTC_G" -20.9911517219301 1.29869087382795 -15.4382848061133
"COREAD" "TTG_A" -17.6715548411366 0.501337786109994 -15.5835968447023
"COREAD" "TTG_C" -20.251916549652 1.32374579617636 -14.5878439581979
"COREAD" "TTG_G" -19.8407936684697 1.10631811654261 -15.1373308775882
"COREAD" "TTT_A" -19.3903386540857 1.1045442171028 -14.694671124525
"COREAD" "TTT_C" -18.5739643807421 0.993694909735834 -14.3640274224868
"COREAD" "TTT_G" -19.6558744579091 1.23184528707721 -14.3990550703422
"DLBCL" "ACA_A" -22.0370918104697 1.72729869756624 -14.9499282023139
"DLBCL" "ACA_G" -20.4601308422123 1.34471651263358 -15.1409834390766
"DLBCL" "ACA_T" -19.0413155945822 1.24539169264158 -14.1686112719465
"DLBCL" "ACC_A" -19.3411901867021 1.23123643317436 -14.5316299696677
"DLBCL" "ACC_G" -22.9084607389609 1.85325557996353 -15.2247771502276
"DLBCL" "ACC_T" -17.3431784264272 0.950130276639166 -13.7597067971018
"DLBCL" "ACG_A" -18.0003251549187 0.918067436930493 -14.5529879719716
"DLBCL" "ACG_G" -20.0498391899904 1.121774243922 -15.7242545218775
"DLBCL" "ACG_T" -13.1738678441548 0.581029597415373 -11.1020261778611
"DLBCL" "ACT_A" -20.0949818259449 1.36147104485228 -14.6999654651478
"DLBCL" "ACT_G" -20.1427803405966 1.40935787973667 -14.5300664283524
"DLBCL" "ACT_T" -17.9746159286638 1.00027752057564 -14.1765973553494
"DLBCL" "ATA_A" -21.9590612943185 1.75164799780627 -14.7570875213242
"DLBCL" "ATA_C" -18.3374515374412 1.09378749093564 -14.1343250834928
"DLBCL" "ATA_G" -20.7120858600157 1.46909667747072 -14.8260803928111
"DLBCL" "ATC_A" -20.702164311061 1.36613889059284 -15.2859828188995
"DLBCL" "ATC_C" -18.5288770912933 0.974499786819666 -14.8413884844905
"DLBCL" "ATC_G" -17.8314404048607 0.622549317870384 -15.5961377472033
"DLBCL" "ATG_A" -19.4398161441956 1.00324613443637 -15.6290360851735
"DLBCL" "ATG_C" -20.0237661710738 1.39623970325761 -14.4708125588908
"DLBCL" "ATG_G" -17.5447366880341 0.561539098253221 -15.5489933774999
"DLBCL" "ATT_A" -19.0167083553504 1.0410451099836 -15.0428599873976
"DLBCL" "ATT_C" -18.6384005535152 1.13753409316072 -14.2436213069963
"DLBCL" "ATT_G" -18.6316574134579 0.892049097067208 -15.2941744156785
"DLBCL" "CCA_A" -18.11433485779 0.845377567484059 -14.9724816306488
"DLBCL" "CCA_G" -18.9900513559595 0.6782481385639 -16.5326560710298
"DLBCL" "CCA_T" -20.5054839633482 1.59694147025825 -14.0286045193454
"DLBCL" "CCC_A" -18.14648950103 0.909379478618138 -14.735896584966
"DLBCL" "CCC_G" -21.9405158751338 1.57733747831598 -15.5547519479742
"DLBCL" "CCC_T" -18.575911783954 1.21851927974391 -13.8229745682884
"DLBCL" "CCG_A" -19.9208767573814 1.29121443086214 -14.8429305582003
"DLBCL" "CCG_G" -18.8456255710754 0.60751143332424 -16.6697365236216
"DLBCL" "CCG_T" -14.7808171784654 0.83095585322645 -11.6990347111981
"DLBCL" "CCT_A" -19.3876435476639 1.19347498156525 -14.7459181644568
"DLBCL" "CCT_G" -21.2614295030984 1.56095147946254 -14.9516860861391
"DLBCL" "CCT_T" -18.4814922755531 1.2860482149297 -13.4267485727652
"DLBCL" "CTA_A" -21.1966170474215 1.47434652919877 -15.2865064805025
"DLBCL" "CTA_C" -21.4264556619291 1.6587763445506 -14.6610256301285
"DLBCL" "CTA_G" -20.9843911781093 1.38830675957715 -15.4675314095451
"DLBCL" "CTC_A" -21.4347601742554 1.34560416845734 -16.1115971815704
"DLBCL" "CTC_C" -18.2267313118326 1.00735194896507 -14.3982901629831
"DLBCL" "CTC_G" -18.7337153467885 0.881818357454372 -15.4392741658634
"DLBCL" "CTG_A" -20.0813224523715 1.23381396170209 -15.2602735499723
"DLBCL" "CTG_C" -18.8276144101224 1.17348863549057 -14.2743524540528
"DLBCL" "CTG_G" -20.473288861264 1.2729444765359 -15.4773256054537
"DLBCL" "CTT_A" -19.2493967992562 1.01860967912875 -15.3724655564132
"DLBCL" "CTT_C" -18.3389360974744 1.12354600408206 -14.0055808158815
"DLBCL" "CTT_G" -18.0816198206807 1.15157826363512 -13.6250378508208
"DLBCL" "GCA_A" -18.5429353899969 1.12433141739572 -14.2061347491079
"DLBCL" "GCA_G" -19.0567304691945 0.842817363410424 -15.9255545318717
"DLBCL" "GCA_T" -17.6707599160239 1.10084462938285 -13.4368055348263
"DLBCL" "GCC_A" -19.12281654628 1.13976733775085 -14.7182185270184
"DLBCL" "GCC_G" -18.4069988912673 0.952943861131622 -14.8115418631862
"DLBCL" "GCC_T" -16.406074049969 0.852947014837836 -13.2326192613829
"DLBCL" "GCG_A" -18.5471518743301 1.01052205420537 -14.7050658621213
"DLBCL" "GCG_G" -19.9786905884872 1.20285679005095 -15.2953509300209
"DLBCL" "GCG_T" -13.5389194302336 0.64868134775758 -11.1998124107823
"DLBCL" "GCT_A" -18.8530390992234 1.10515811951485 -14.6002248965846
"DLBCL" "GCT_G" -17.182672783998 0.767920327462899 -14.361272248111
"DLBCL" "GCT_T" -18.061485019349 1.20714839787085 -13.3590906740161
"DLBCL" "GTA_A" -19.3283105379848 1.13593986239008 -14.9405384972214
"DLBCL" "GTA_C" -17.0728979450721 0.890085716587527 -13.7436819047405
"DLBCL" "GTA_G" -19.4234486175262 1.23155130044354 -14.6124851796235
"DLBCL" "GTC_A" -19.0948039591687 0.882678419332271 -15.7967477921395
"DLBCL" "GTC_C" -18.5395496026497 1.13261158640561 -14.1664009827317
"DLBCL" "GTC_G" -21.3432205606458 1.53986305540187 -15.1311257829017
"DLBCL" "GTG_A" -20.0222105818509 1.17755794807386 -15.4509580390611
"DLBCL" "GTG_C" -18.9985690820794 1.11122673517648 -14.7191993377429
"DLBCL" "GTG_G" -18.3526906739368 0.850161460057657 -15.1908710280275
"DLBCL" "GTT_A" -21.747756783785 1.59690585110637 -15.2710430527996
"DLBCL" "GTT_C" -17.9055622374596 0.96053272381794 -14.2777466982231
"DLBCL" "GTT_G" -19.4575538895442 1.30854914901742 -14.3016394731315
"DLBCL" "TCA_A" -18.9077556832129 1.18480919850109 -14.3044184331413
"DLBCL" "TCA_G" -20.3648195594267 1.37743119489098 -14.897386234305
"DLBCL" "TCA_T" -20.7365824855653 1.741953333902 -13.5803500918826
"DLBCL" "TCC_A" -21.8020081299233 1.67633448175945 -14.9543315331177
"DLBCL" "TCC_G" -24.6065490754843 2.24436577726031 -15.0331252208977
"DLBCL" "TCC_T" -17.9087268112946 1.10431709566073 -13.6595908200232
"DLBCL" "TCG_A" -19.1176686884673 1.19568188748873 -14.466159339623
"DLBCL" "TCG_G" -22.2734621352485 1.72041475446241 -15.2187121823859
"DLBCL" "TCG_T" -14.9262742391945 0.881822449273956 -11.6318158611328
"DLBCL" "TCT_A" -17.3701477794796 0.886808688853746 -14.0547227149615
"DLBCL" "TCT_G" -20.3292055787346 1.45435030177338 -14.510833993762
"DLBCL" "TCT_T" -18.9040184830368 1.28588959705595 -13.8499869147782
"DLBCL" "TTA_A" -19.2327098909899 1.25596429024106 -14.3127628798361
"DLBCL" "TTA_C" -19.3643140154446 1.11012079779632 -15.0897856161618
"DLBCL" "TTA_G" -20.3837990946335 1.4832109241731 -14.4329550991146
"DLBCL" "TTC_A" -22.7078512312986 1.68281202608577 -15.8297981002498
"DLBCL" "TTC_C" -19.6080029618309 1.21549374505572 -14.8685220133582
"DLBCL" "TTC_G" -21.6033646918864 1.45195954247777 -15.7959477297142
"DLBCL" "TTG_A" -21.4759022599084 1.57574332809583 -15.0975397292638
"DLBCL" "TTG_C" -20.2045790195538 1.3989197864878 -14.6394237239761
"DLBCL" "TTG_G" -21.5083590660877 1.58445636357333 -15.0895286930809
"DLBCL" "TTT_A" -21.0545328906707 1.38456465832794 -15.5546871567196
"DLBCL" "TTT_C" -20.1732945232846 1.3223225998429 -14.9553051972692
"DLBCL" "TTT_G" -18.4344935066894 1.01231982664927 -14.5846661037865
"ESCA" "ACA_A" -17.9258085607237 0.909282334888452 -14.0592473433527
"ESCA" "ACA_G" -17.6942180987594 0.720578324580974 -14.6649717089415
"ESCA" "ACA_T" -16.9182613151274 0.781440616331889 -13.6205946198545
"ESCA" "ACC_A" -17.3875957642322 0.793872370436322 -14.0349066119632
"ESCA" "ACC_G" -17.5860590723755 0.688654169289525 -14.6969632054531
"ESCA" "ACC_T" -17.3670814004951 0.852116759338979 -13.755741416404
"ESCA" "ACG_A" -17.4862936506928 0.813681969490692 -14.0457933143997
"ESCA" "ACG_G" -17.6883092506527 0.784133237190297 -14.3787306739012
"ESCA" "ACG_T" -14.3089678213197 0.815452597228818 -10.8606106998569
"ESCA" "ACT_A" -17.9728874054617 0.840593292789982 -14.4128326923528
"ESCA" "ACT_G" -18.3615326284591 0.925894744033275 -14.4205547384467
"ESCA" "ACT_T" -16.6942916437328 0.700572935963086 -13.7529236698275
"ESCA" "ATA_A" -16.5754621504481 0.481810171018698 -14.5830373102809
"ESCA" "ATA_C" -15.5288211484754 0.583974152201653 -13.0960566413251
"ESCA" "ATA_G" -19.0539519812812 0.901247825441757 -15.2233420094665
"ESCA" "ATC_A" -17.9789690392986 0.803714372290727 -14.5826732824014
"ESCA" "ATC_C" -17.6807395322648 0.816533814834273 -14.2275840918604
"ESCA" "ATC_G" -20.8100182729004 1.25843605483854 -15.3566244953766
"ESCA" "ATG_A" -17.2704184931194 0.611907999766626 -14.7163763194935
"ESCA" "ATG_C" -16.9317891860183 0.714012460768417 -13.9314042813353
"ESCA" "ATG_G" -19.8528317483941 1.05880157697969 -15.3125312340661
"ESCA" "ATT_A" -17.3309837932159 0.659699718670926 -14.5686094855451
"ESCA" "ATT_C" -16.3453085053457 0.6390668404607 -13.673004822987
"ESCA" "ATT_G" -21.4104657182507 1.64581324317543 -14.1426227417161
"ESCA" "CCA_A" -18.1004966319171 0.94923334474107 -14.0547840709389
"ESCA" "CCA_G" -18.4543628706895 0.823042683825919 -14.9723114988666
"ESCA" "CCA_T" -17.3749293831368 0.885861467478902 -13.6130941444627
"ESCA" "CCC_A" -18.818132695766 1.07382421446411 -14.2096537324235
"ESCA" "CCC_G" -19.0215007469294 0.984109187290486 -14.8188735587126
"ESCA" "CCC_T" -17.0916866283262 0.825639903907705 -13.598100040027
"ESCA" "CCG_A" -17.6954199866493 0.869809046732881 -14.0052338309937
"ESCA" "CCG_G" -19.0646580471982 1.03325070265171 -14.6401153306055
"ESCA" "CCG_T" -15.0999757476094 0.880566863400333 -11.3617843137117
"ESCA" "CCT_A" -19.1429621328879 1.12832360164593 -14.2864113376707
"ESCA" "CCT_G" -18.394964258998 0.906478581788133 -14.5409516947548
"ESCA" "CCT_T" -16.8540045429487 0.79218890432008 -13.5087701729051
"ESCA" "CTA_A" -17.8987893574695 0.611321829413756 -15.3472958605367
"ESCA" "CTA_C" -18.0136061556599 0.922176871338788 -14.0892924514191
"ESCA" "CTA_G" -18.8124746805278 0.768176698412362 -15.5734412248597
"ESCA" "CTC_A" -18.274623256952 0.869625799471398 -14.5852544066847
"ESCA" "CTC_C" -19.9148318735428 1.35694069463078 -14.0053336951011
"ESCA" "CTC_G" -23.1118548838934 1.86412219719142 -14.7971601903922
"ESCA" "CTG_A" -18.2701854161798 0.795905161106864 -14.9084929962746
"ESCA" "CTG_C" -19.8585679000649 1.26025355583362 -14.3967915713186
"ESCA" "CTG_G" -19.9731678187637 1.09876644650227 -15.2512983393124
"ESCA" "CTT_A" -20.0210274770198 1.33731787070593 -14.2026783866035
"ESCA" "CTT_C" -20.2946939769728 1.5842645507879 -13.3188462444776
"ESCA" "CTT_G" -21.8898682498408 2.0582921969266 -12.629546682543
"ESCA" "GCA_A" -16.3329453755164 0.665937565006736 -13.5433024225873
"ESCA" "GCA_G" -18.9642984785081 0.894017903604026 -15.1660171682934
"ESCA" "GCA_T" -17.3764210062441 0.878929734846645 -13.6455380861463
"ESCA" "GCC_A" -18.2272607238146 0.932106966514368 -14.2584261083412
"ESCA" "GCC_G" -18.3357943049948 0.789512683873605 -15.0024084009768
"ESCA" "GCC_T" -17.3179148301153 0.876458838726158 -13.5980604780806
"ESCA" "GCG_A" -17.1634391904658 0.793793746632547 -13.8110982294535
"ESCA" "GCG_G" -19.8514010016893 1.16185690776553 -14.8416449574001
"ESCA" "GCG_T" -15.1269801786624 0.937756888205685 -11.1327968368743
"ESCA" "GCT_A" -16.9591575083936 0.697553330087029 -14.0310385629848
"ESCA" "GCT_G" -18.4998517710947 0.86503668604039 -14.8309464423348
"ESCA" "GCT_T" -16.7846729946624 0.739940667452063 -13.6702063399582
"ESCA" "GTA_A" -18.7349841336643 0.830050683783516 -15.2218012000139
"ESCA" "GTA_C" -18.1049880538042 0.962258170710462 -14.0007303494123
"ESCA" "GTA_G" -20.3922555823326 1.12866559121384 -15.5341444975904
"ESCA" "GTC_A" -19.6478384824131 1.08717304328826 -14.9787040028344
"ESCA" "GTC_C" -18.3191242376923 1.02425838962331 -13.9352603596166
"ESCA" "GTC_G" -21.2935889388083 1.42273929421783 -15.0774054526244
"ESCA" "GTG_A" -17.7347525839742 0.600232488173964 -15.231445453941
"ESCA" "GTG_C" -17.8481460366725 0.825516966167125 -14.3551055238118
"ESCA" "GTG_G" -18.9019795084209 0.844901766030385 -15.3227563297454
"ESCA" "GTT_A" -19.2730722440214 1.07727533071404 -14.6489184285538
"ESCA" "GTT_C" -17.5659321336939 0.870600532811353 -13.8722156944278
"ESCA" "GTT_G" -22.3365067651358 1.96314114220123 -13.5412802479906
"ESCA" "TCA_A" -17.6502203307581 0.921244575812923 -13.7300844727318
"ESCA" "TCA_G" -17.9664554947223 1.2058837456596 -12.7549002854727
"ESCA" "TCA_T" -16.6557549793349 1.01020885986252 -12.3353839732808
"ESCA" "TCC_A" -17.2173552186645 0.834781138929386 -13.6831466842108
"ESCA" "TCC_G" -18.5079365254348 1.12001673294679 -13.6892711011438
"ESCA" "TCC_T" -17.1459287478518 0.95226367164757 -13.0866012469997
"ESCA" "TCG_A" -17.7051966804956 1.00998534167515 -13.3858351749491
"ESCA" "TCG_G" -19.1413338887643 1.3028260670315 -13.4828521078977
"ESCA" "TCG_T" -14.6354423045118 0.830711046041766 -11.1193247968021
"ESCA" "TCT_A" -17.6059719927151 0.939993679035156 -13.6017496115564
"ESCA" "TCT_G" -17.5022831809168 1.10860585459543 -12.7356164112248
"ESCA" "TCT_T" -16.896791551867 0.94785190394887 -12.8572844414247
"ESCA" "TTA_A" -17.1232722753059 0.49979389914349 -15.0537122449034
"ESCA" "TTA_C" -18.1255132143959 0.912907306876468 -14.2427231329676
"ESCA" "TTA_G" -20.0718079291256 1.18626555655988 -14.9502647580571
"ESCA" "TTC_A" -18.9288475739435 0.904261929800348 -15.084753743974
"ESCA" "TTC_C" -18.4905117102871 0.936110524968495 -14.503716202245
"ESCA" "TTC_G" -20.0325077633489 1.10509434579002 -15.2818326292978
"ESCA" "TTG_A" -18.7539547340013 0.816221719861722 -15.3021843852641
"ESCA" "TTG_C" -17.8388060837354 0.74337544497567 -14.7092048152022
"ESCA" "TTG_G" -18.8524943951628 0.882520023511035 -15.1055821792736
"ESCA" "TTT_A" -18.6439684226979 0.84877817026075 -15.0474924991478
"ESCA" "TTT_C" -18.335829501329 0.868448887633353 -14.6517094949386
"ESCA" "TTT_G" -20.801185556063 1.51575923183957 -14.1486989555031
"GBM" "ACA_A" -17.5403396267446 0.813915921475428 -14.698856698849
"GBM" "ACA_G" -18.4619169913701 0.92980346684937 -15.1913331839468
"GBM" "ACA_T" -16.6839591122118 0.741619643530636 -14.1073296198831
"GBM" "ACC_A" -16.4763712470432 0.587639829165724 -14.4566494732461
"GBM" "ACC_G" -18.3330603123255 0.796585874315789 -15.5552617619142
"GBM" "ACC_T" -17.3354742765312 0.912153219857787 -14.1306133232872
"GBM" "ACG_A" -18.1735337413125 0.871291276106072 -15.1203149793305
"GBM" "ACG_G" -17.1601765822379 0.591593807416749 -15.1262778660696
"GBM" "ACG_T" -14.458845028146 1.08723693968289 -10.5958917766579
"GBM" "ACT_A" -17.8405382250854 0.828406723230677 -14.9457088483793
"GBM" "ACT_G" -17.553216173648 0.756094889387425 -14.9237299416605
"GBM" "ACT_T" -16.4909264962555 0.623853386641399 -14.3411152986583
"GBM" "ATA_A" -19.330455542985 1.06613683404184 -15.5475580799973
"GBM" "ATA_C" -16.5084418270682 0.668429839788228 -14.1977469099303
"GBM" "ATA_G" -17.1808729175941 0.309078064302404 -16.142265187744
"GBM" "ATC_A" -18.4540512463674 0.871327615826684 -15.4006979397245
"GBM" "ATC_C" -16.8176672648953 0.543402500673838 -14.9561036053155
"GBM" "ATC_G" -18.2151570794987 0.648079214164007 -15.9780133047593
"GBM" "ATG_A" -17.4590603807925 0.569801307262207 -15.5032159119724
"GBM" "ATG_C" -17.0990731453936 0.701699722848549 -14.6677657779528
"GBM" "ATG_G" -18.9309046915571 0.79403719073821 -16.1624615408567
"GBM" "ATT_A" -18.4979771320653 0.87481642459247 -15.4317042142697
"GBM" "ATT_C" -16.3818746603054 0.664913819983295 -14.0838995821196
"GBM" "ATT_G" -18.5074630595338 0.745352270310722 -15.9172120300514
"GBM" "CCA_A" -17.6667813173219 0.753347972146586 -15.0473321529099
"GBM" "CCA_G" -19.1721677423111 0.978217956165512 -15.7206091601134
"GBM" "CCA_T" -17.8565540997288 1.03827680467365 -14.1790377227726
"GBM" "CCC_A" -18.0543707873812 0.9594673955079 -14.6730246860792
"GBM" "CCC_G" -19.4090602636769 1.03293575000266 -15.7517051670363
"GBM" "CCC_T" -16.36428908615 0.725377515679813 -13.8468655559693
"GBM" "CCG_A" -18.1594929127399 0.904170125716252 -14.9843139261075
"GBM" "CCG_G" -19.5774977734216 0.983921839821002 -16.1045496906369
"GBM" "CCG_T" -16.666789940042 1.37811696011301 -11.6765141078349
"GBM" "CCT_A" -18.5507205410354 1.03072323907065 -14.9017133110253
"GBM" "CCT_G" -17.0849447380833 0.542835346295359 -15.2254033214129
"GBM" "CCT_T" -16.6696518563938 0.710881129722607 -14.2049790765438
"GBM" "CTA_A" -18.8510267605777 0.914452873415589 -15.6376103793918
"GBM" "CTA_C" -18.7817882075188 1.03477547739085 -15.1174900446756
"GBM" "CTA_G" -17.946583133671 0.466585035696925 -16.3576318091671
"GBM" "CTC_A" -19.1080191373415 0.979468875578426 -15.6517708642434
"GBM" "CTC_C" -17.4083297725364 0.673766406450579 -15.0783190928582
"GBM" "CTC_G" -19.1238714569177 0.84629881442542 -16.1630533500378
"GBM" "CTG_A" -18.4308398057416 0.831566593012842 -15.524366071872
"GBM" "CTG_C" -18.9257691911169 1.03782069886519 -15.2499750271129
"GBM" "CTG_G" -19.1027785211941 0.829232342957546 -16.2049070755779
"GBM" "CTT_A" -18.619455300591 0.913794526195949 -15.4084884086626
"GBM" "CTT_C" -17.6971788610032 0.78865603055317 -14.9484794010704
"GBM" "CTT_G" -17.3998344718598 0.357492202991796 -16.193366993753
"GBM" "GCA_A" -17.661956179673 0.718287530786056 -15.1703431208836
"GBM" "GCA_G" -18.9893705586228 0.911132663946882 -15.788305662847
"GBM" "GCA_T" -17.5535719383745 0.923148399318845 -14.3077848930015
