"cancer" "samples" "ntotal"
"COREAD" 607 100
"COREAD" 607 61
"COREAD" 607 75
"COREAD" 607 32
"COREAD" 607 116
"COREAD" 607 55
"COREAD" 607 47
"COREAD" 607 85
"COREAD" 607 102
"COREAD" 607 60
"COREAD" 607 49
"COREAD" 607 60
"COREAD" 607 59
"COREAD" 607 90
"COREAD" 607 107
"COREAD" 607 42
"COREAD" 607 116
"COREAD" 607 64
"COREAD" 607 69
"COREAD" 607 63
"COREAD" 607 40
"COREAD" 607 129
"COREAD" 607 52
"COREAD" 607 57
"COREAD" 607 70
"COREAD" 607 47
"COREAD" 607 80
"COREAD" 607 56
"COREAD" 607 47
"COREAD" 607 129
"COREAD" 607 73
"COREAD" 607 56
"COREAD" 607 66
"COREAD" 607 62
"COREAD" 607 66
"COREAD" 607 99
"COREAD" 607 82
"COREAD" 607 52
"COREAD" 607 55
"COREAD" 607 58
"COREAD" 607 71
"COREAD" 607 68
"COREAD" 607 81
"COREAD" 607 40
"COREAD" 607 68
"COREAD" 607 124
"COREAD" 607 72
"COREAD" 607 105
"COREAD" 607 112
"COREAD" 607 119
"COREAD" 607 79
"COREAD" 607 78
"COREAD" 607 85
"COREAD" 607 65
"COREAD" 607 59
"COREAD" 607 48
"COREAD" 607 80
"COREAD" 607 70
"COREAD" 607 96
"COREAD" 607 81
"COREAD" 607 77
"COREAD" 607 202
"COREAD" 607 82
"COREAD" 607 76
"COREAD" 607 46
"COREAD" 607 52
"COREAD" 607 68
"COREAD" 607 53
"COREAD" 607 68
"COREAD" 607 37
"COREAD" 607 56
"COREAD" 607 58
"COREAD" 607 59
"COREAD" 607 46
"COREAD" 607 82
"COREAD" 607 46
"COREAD" 607 125
"COREAD" 607 105
"COREAD" 607 83
"COREAD" 607 72
"COREAD" 607 126
"COREAD" 607 71
"COREAD" 607 87
"COREAD" 607 102
"COREAD" 607 84
"COREAD" 607 182
"COREAD" 607 42
"COREAD" 607 100
"COREAD" 607 83
"COREAD" 607 68
"COREAD" 607 120
"COREAD" 607 44
"COREAD" 607 99
"COREAD" 607 64
"COREAD" 607 56
"COREAD" 607 157
"COREAD" 607 77
"COREAD" 607 87
"COREAD" 607 75
"COREAD" 607 70
"COREAD" 607 59
"COREAD" 607 96
"COREAD" 607 102
"COREAD" 607 90
"COREAD" 607 94
"COREAD" 607 113
"COREAD" 607 66
"COREAD" 607 44
"COREAD" 607 83
"COREAD" 607 78
"COREAD" 607 38
"COREAD" 607 68
"COREAD" 607 58
"COREAD" 607 83
"COREAD" 607 111
"COREAD" 607 78
"COREAD" 607 75
"COREAD" 607 70
"COREAD" 607 70
"COREAD" 607 75
"COREAD" 607 111
"COREAD" 607 71
"COREAD" 607 88
"COREAD" 607 98
"COREAD" 607 97
"COREAD" 607 46
"COREAD" 607 80
"COREAD" 607 58
"COREAD" 607 43
"COREAD" 607 68
"COREAD" 607 105
"COREAD" 607 88
"COREAD" 607 105
"COREAD" 607 79
"COREAD" 607 60
"COREAD" 607 65
"COREAD" 607 63
"COREAD" 607 52
"COREAD" 607 46
"COREAD" 607 61
"COREAD" 607 59
"COREAD" 607 86
"COREAD" 607 73
"COREAD" 607 43
"COREAD" 607 100
"COREAD" 607 75
"COREAD" 607 101
"COREAD" 607 97
"COREAD" 607 58
"COREAD" 607 53
"COREAD" 607 117
"COREAD" 607 63
"COREAD" 607 72
"COREAD" 607 52
"COREAD" 607 64
"COREAD" 607 93
"COREAD" 607 90
"COREAD" 607 87
"COREAD" 607 58
"COREAD" 607 54
"COREAD" 607 55
"COREAD" 607 65
"COREAD" 607 78
"COREAD" 607 89
"COREAD" 607 68
"COREAD" 607 108
"COREAD" 607 87
"COREAD" 607 52
"COREAD" 607 69
"COREAD" 607 58
"COREAD" 607 59
"COREAD" 607 101
"COREAD" 607 78
"COREAD" 607 86
"COREAD" 607 67
"COREAD" 607 163
"COREAD" 607 89
"COREAD" 607 105
"COREAD" 607 109
"DLBCL" 84 38
"DLBCL" 84 64
"DLBCL" 84 124
"DLBCL" 84 181
"DLBCL" 84 101
"DLBCL" 84 58
"DLBCL" 84 76
"DLBCL" 84 11
"DLBCL" 84 8
"DLBCL" 84 7
"DLBCL" 84 20
"DLBCL" 84 14
"DLBCL" 84 15
"DLBCL" 84 11
"DLBCL" 84 14
"DLBCL" 84 8
"DLBCL" 84 11
"DLBCL" 84 7
"DLBCL" 84 13
"DLBCL" 84 32
"DLBCL" 84 6
"DLBCL" 84 15
"DLBCL" 84 15
"DLBCL" 84 6
"DLBCL" 84 67
"DLBCL" 84 14
"DLBCL" 84 20
"DLBCL" 84 2
"DLBCL" 84 3
"DLBCL" 84 9
"DLBCL" 84 24
"DLBCL" 84 8
"DLBCL" 84 6
"DLBCL" 84 3
"DLBCL" 84 19
"DLBCL" 84 31
"DLBCL" 84 14
"DLBCL" 84 5
"DLBCL" 84 12
"DLBCL" 84 11
"DLBCL" 84 10
"DLBCL" 84 13
"DLBCL" 84 8
"DLBCL" 84 10
"DLBCL" 84 6
"DLBCL" 84 13
"DLBCL" 84 7
"DLBCL" 84 2
"DLBCL" 84 9
"DLBCL" 84 9
"DLBCL" 84 4
"DLBCL" 84 18
"DLBCL" 84 6
"DLBCL" 84 114
"DLBCL" 84 59
"DLBCL" 84 46
"DLBCL" 84 114
"DLBCL" 84 39
"DLBCL" 84 50
"DLBCL" 84 89
"DLBCL" 84 101
"DLBCL" 84 70
"DLBCL" 84 68
"DLBCL" 84 105
"DLBCL" 84 29
"DLBCL" 84 71
"DLBCL" 84 58
"DLBCL" 84 36
"DLBCL" 84 35
"DLBCL" 84 49
"DLBCL" 84 97
"DLBCL" 84 133
"DLBCL" 84 41
"DLBCL" 84 61
"DLBCL" 84 209
"DLBCL" 84 43
"DLBCL" 84 104
"DLBCL" 84 258
"DLBCL" 84 56
"DLBCL" 84 21
"DLBCL" 84 118
"DLBCL" 84 59
"DLBCL" 84 95
"DLBCL" 84 97
"ESCA" 607 113
"ESCA" 607 116
"ESCA" 607 61
"ESCA" 607 56
"ESCA" 607 29
"ESCA" 607 176
"ESCA" 607 109
"ESCA" 607 118
"ESCA" 607 57
"ESCA" 607 96
"ESCA" 607 102
"ESCA" 607 111
"ESCA" 607 104
"ESCA" 607 69
"ESCA" 607 204
"ESCA" 607 118
"ESCA" 607 50
"ESCA" 607 285
"ESCA" 607 101
"ESCA" 607 181
"ESCA" 607 44
"ESCA" 607 123
"ESCA" 607 82
"ESCA" 607 76
"ESCA" 607 104
"ESCA" 607 140
"ESCA" 607 40
"ESCA" 607 121
"ESCA" 607 106
"ESCA" 607 170
"ESCA" 607 67
"ESCA" 607 144
"ESCA" 607 207
"ESCA" 607 110
"ESCA" 607 134
"ESCA" 607 176
"ESCA" 607 116
"ESCA" 607 60
"ESCA" 607 53
"ESCA" 607 57
"ESCA" 607 107
"ESCA" 607 3
"ESCA" 607 72
"ESCA" 607 76
"ESCA" 607 86
"ESCA" 607 103
"ESCA" 607 39
"ESCA" 607 41
"ESCA" 607 114
"ESCA" 607 159
"ESCA" 607 80
"ESCA" 607 82
"ESCA" 607 60
"ESCA" 607 192
"ESCA" 607 103
"ESCA" 607 164
"ESCA" 607 109
"ESCA" 607 117
"ESCA" 607 59
"ESCA" 607 52
"ESCA" 607 103
"ESCA" 607 15
"ESCA" 607 65
"ESCA" 607 141
"ESCA" 607 58
"ESCA" 607 138
"ESCA" 607 42
"ESCA" 607 156
"ESCA" 607 20
"ESCA" 607 349
"ESCA" 607 132
"ESCA" 607 132
"ESCA" 607 65
"ESCA" 607 81
"ESCA" 607 177
"ESCA" 607 108
"ESCA" 607 43
"ESCA" 607 81
"ESCA" 607 51
"ESCA" 607 86
"ESCA" 607 79
"ESCA" 607 95
"ESCA" 607 99
"ESCA" 607 157
"ESCA" 607 175
"ESCA" 607 47
"ESCA" 607 121
"ESCA" 607 62
"ESCA" 607 89
"ESCA" 607 121
"ESCA" 607 72
"ESCA" 607 80
"ESCA" 607 345
"ESCA" 607 81
"ESCA" 607 309
"ESCA" 607 84
"ESCA" 607 190
"ESCA" 607 9
"ESCA" 607 54
"ESCA" 607 54
"ESCA" 607 16
"ESCA" 607 36
"ESCA" 607 35
"ESCA" 607 28
"ESCA" 607 81
"ESCA" 607 40
"ESCA" 607 29
"ESCA" 607 37
"ESCA" 607 6
"ESCA" 607 37
"ESCA" 607 111
"ESCA" 607 2
"ESCA" 607 14
"ESCA" 607 22
"ESCA" 607 67
"ESCA" 607 19
"ESCA" 607 45
"ESCA" 607 33
"ESCA" 607 49
"ESCA" 607 80
"ESCA" 607 58
"ESCA" 607 41
"ESCA" 607 60
"ESCA" 607 46
"ESCA" 607 2
"ESCA" 607 93
"ESCA" 607 36
"ESCA" 607 14
"ESCA" 607 73
"ESCA" 607 60
"ESCA" 607 42
"ESCA" 607 39
"ESCA" 607 53
"ESCA" 607 38
"ESCA" 607 55
"ESCA" 607 14
"ESCA" 607 58
"ESCA" 607 77
"ESCA" 607 33
"ESCA" 607 5
"ESCA" 607 40
"ESCA" 607 129
"ESCA" 607 43
"ESCA" 607 106
"ESCA" 607 16
"ESCA" 607 1
"ESCA" 607 58
"ESCA" 607 77
"ESCA" 607 66
"ESCA" 607 3
"ESCA" 607 3
"ESCA" 607 31
"ESCA" 607 71
"ESCA" 607 43
"ESCA" 607 50
"ESCA" 607 157
"ESCA" 607 40
"ESCA" 607 114
"ESCA" 607 41
"ESCA" 607 2
"ESCA" 607 33
"ESCA" 607 19
"ESCA" 607 37
"ESCA" 607 66
"ESCA" 607 18
"ESCA" 607 63
"ESCA" 607 78
"ESCA" 607 29
"ESCA" 607 67
"ESCA" 607 53
"ESCA" 607 39
"ESCA" 607 51
"ESCA" 607 4
"ESCA" 607 2
"ESCA" 607 22
"ESCA" 607 62
"ESCA" 607 49
"ESCA" 607 72
"ESCA" 607 30
"ESCA" 607 1
"ESCA" 607 97
"ESCA" 607 51
"ESCA" 607 45
"ESCA" 607 29
"ESCA" 607 92
"ESCA" 607 77
"ESCA" 607 31
"ESCA" 607 52
"ESCA" 607 30
"ESCA" 607 76
"ESCA" 607 46
"ESCA" 607 54
"ESCA" 607 42
"ESCA" 607 32
"ESCA" 607 50
"ESCA" 607 66
"ESCA" 607 52
"ESCA" 607 82
"ESCA" 607 49
"ESCA" 607 112
"ESCA" 607 135
"ESCA" 607 40
"ESCA" 607 47
"ESCA" 607 85
"ESCA" 607 20
"ESCA" 607 54
"ESCA" 607 43
"ESCA" 607 53
"ESCA" 607 27
"ESCA" 607 98
"ESCA" 607 34
"ESCA" 607 26
"ESCA" 607 21
"ESCA" 607 31
"ESCA" 607 103
"ESCA" 607 91
"ESCA" 607 73
"ESCA" 607 18
"ESCA" 607 48
"ESCA" 607 44
"ESCA" 607 63
"ESCA" 607 57
"ESCA" 607 46
"ESCA" 607 37
"ESCA" 607 45
"ESCA" 607 66
"ESCA" 607 73
"ESCA" 607 23
"ESCA" 607 48
"ESCA" 607 68
"ESCA" 607 27
"ESCA" 607 54
"ESCA" 607 26
"ESCA" 607 33
"ESCA" 607 38
"ESCA" 607 32
"ESCA" 607 68
"ESCA" 607 79
"ESCA" 607 39
"ESCA" 607 34
"ESCA" 607 43
"ESCA" 607 23
"ESCA" 607 34
"ESCA" 607 60
"ESCA" 607 90
"ESCA" 607 36
"ESCA" 607 67
"ESCA" 607 46
"ESCA" 607 93
"ESCA" 607 67
"ESCA" 607 91
"ESCA" 607 44
"ESCA" 607 50
"ESCA" 607 35
"ESCA" 607 39
"ESCA" 607 76
"ESCA" 607 58
"ESCA" 607 35
"ESCA" 607 37
"ESCA" 607 41
"ESCA" 607 34
"ESCA" 607 17
"ESCA" 607 75
"ESCA" 607 64
"ESCA" 607 69
"ESCA" 607 69
"ESCA" 607 40
"ESCA" 607 55
"ESCA" 607 115
"ESCA" 607 32
"ESCA" 607 73
"ESCA" 607 35
"ESCA" 607 81
"ESCA" 607 34
"ESCA" 607 130
"ESCA" 607 78
"ESCA" 607 75
"ESCA" 607 41
"ESCA" 607 22
"ESCA" 607 48
"ESCA" 607 37
"ESCA" 607 84
"ESCA" 607 33
"ESCA" 607 64
"ESCA" 607 33
"ESCA" 607 25
"ESCA" 607 38
"ESCA" 607 57
"ESCA" 607 63
"ESCA" 607 95
"ESCA" 607 33
"ESCA" 607 63
"ESCA" 607 27
"ESCA" 607 82
"ESCA" 607 3
"ESCA" 607 107
"ESCA" 607 144
"ESCA" 607 24
"ESCA" 607 120
"ESCA" 607 16
"ESCA" 607 135
"ESCA" 607 100
"ESCA" 607 58
"ESCA" 607 26
"ESCA" 607 100
"ESCA" 607 86
"ESCA" 607 39
"ESCA" 607 59
"ESCA" 607 85
"ESCA" 607 43
"ESCA" 607 60
"ESCA" 607 132
"ESCA" 607 89
"ESCA" 607 71
"ESCA" 607 2
"ESCA" 607 123
"ESCA" 607 112
"ESCA" 607 32
"ESCA" 607 42
"ESCA" 607 62
"ESCA" 607 60
"ESCA" 607 63
"ESCA" 607 53
"ESCA" 607 50
"ESCA" 607 121
"ESCA" 607 4
"ESCA" 607 51
"ESCA" 607 75
"ESCA" 607 215
"ESCA" 607 146
"ESCA" 607 159
"ESCA" 607 2
"ESCA" 607 79
"ESCA" 607 168
"ESCA" 607 80
"ESCA" 607 102
"ESCA" 607 60
"ESCA" 607 23
"ESCA" 607 70
"ESCA" 607 94
"ESCA" 607 83
"ESCA" 607 100
"ESCA" 607 83
"ESCA" 607 90
"ESCA" 607 20
"ESCA" 607 55
"ESCA" 607 84
"ESCA" 607 51
"ESCA" 607 239
"ESCA" 607 97
"ESCA" 607 67
"ESCA" 607 69
"ESCA" 607 69
"ESCA" 607 29
"ESCA" 607 102
"ESCA" 607 50
"ESCA" 607 48
"ESCA" 607 21
"ESCA" 607 192
"ESCA" 607 52
"ESCA" 607 18
"ESCA" 607 11
"ESCA" 607 13
"ESCA" 607 16
"ESCA" 607 3
"ESCA" 607 37
"ESCA" 607 1
"ESCA" 607 2
"ESCA" 607 17
"ESCA" 607 89
"ESCA" 607 4
"ESCA" 607 49
"ESCA" 607 1
"ESCA" 607 13
"ESCA" 607 4
"ESCA" 607 17
"ESCA" 607 28
"ESCA" 607 31
"ESCA" 607 7
"ESCA" 607 6
"ESCA" 607 44
"ESCA" 607 2
"ESCA" 607 18
"ESCA" 607 78
"ESCA" 607 7
"ESCA" 607 20
"ESCA" 607 1
"ESCA" 607 2
"ESCA" 607 30
"ESCA" 607 33
"ESCA" 607 86
"ESCA" 607 29
"ESCA" 607 24
"ESCA" 607 66
"ESCA" 607 2
"ESCA" 607 90
"ESCA" 607 6
"ESCA" 607 80
"ESCA" 607 3
"ESCA" 607 9
"ESCA" 607 29
"ESCA" 607 14
"ESCA" 607 135
"ESCA" 607 71
"ESCA" 607 1
"ESCA" 607 11
"ESCA" 607 52
"ESCA" 607 41
"ESCA" 607 27
"ESCA" 607 27
"ESCA" 607 66
"ESCA" 607 72
"ESCA" 607 44
"ESCA" 607 101
"ESCA" 607 71
"ESCA" 607 14
"ESCA" 607 10
"ESCA" 607 110
"ESCA" 607 51
"ESCA" 607 8
"ESCA" 607 93
"ESCA" 607 22
"ESCA" 607 9
"ESCA" 607 8
"ESCA" 607 48
"ESCA" 607 191
"ESCA" 607 83
"ESCA" 607 127
"ESCA" 607 60
"ESCA" 607 122
"ESCA" 607 133
"ESCA" 607 65
"ESCA" 607 75
"ESCA" 607 86
"ESCA" 607 87
"ESCA" 607 229
"ESCA" 607 333
"ESCA" 607 70
"ESCA" 607 66
"ESCA" 607 52
"ESCA" 607 148
"ESCA" 607 54
"ESCA" 607 44
"ESCA" 607 37
"ESCA" 607 138
"ESCA" 607 159
"ESCA" 607 1
"ESCA" 607 75
"ESCA" 607 95
"ESCA" 607 178
"ESCA" 607 45
"ESCA" 607 36
"ESCA" 607 39
"ESCA" 607 6
"ESCA" 607 89
"ESCA" 607 60
"ESCA" 607 69
"ESCA" 607 61
"ESCA" 607 64
"ESCA" 607 54
"ESCA" 607 82
"ESCA" 607 35
"ESCA" 607 141
"ESCA" 607 88
"ESCA" 607 97
"ESCA" 607 36
"ESCA" 607 50
"ESCA" 607 74
"ESCA" 607 128
"ESCA" 607 53
"ESCA" 607 11
"ESCA" 607 93
"ESCA" 607 108
"ESCA" 607 57
"ESCA" 607 129
"ESCA" 607 407
"ESCA" 607 32
"ESCA" 607 181
"ESCA" 607 52
"ESCA" 607 105
"ESCA" 607 77
"ESCA" 607 150
"ESCA" 607 46
"ESCA" 607 95
"ESCA" 607 60
"ESCA" 607 76
"ESCA" 607 41
"ESCA" 607 111
"ESCA" 607 61
"ESCA" 607 156
"ESCA" 607 114
"ESCA" 607 177
"ESCA" 607 87
"ESCA" 607 59
"ESCA" 607 42
"ESCA" 607 112
"ESCA" 607 83
"ESCA" 607 149
"ESCA" 607 40
"ESCA" 607 116
"ESCA" 607 88
"ESCA" 607 161
"ESCA" 607 71
"ESCA" 607 94
"ESCA" 607 89
"ESCA" 607 135
"ESCA" 607 158
"ESCA" 607 128
"ESCA" 607 60
"ESCA" 607 70
"ESCA" 607 156
"ESCA" 607 126
"ESCA" 607 262
"ESCA" 607 67
"ESCA" 607 31
"ESCA" 607 73
"ESCA" 607 92
"ESCA" 607 47
"ESCA" 607 82
"ESCA" 607 54
"ESCA" 607 100
"ESCA" 607 144
"ESCA" 607 26
"ESCA" 607 40
"ESCA" 607 46
"ESCA" 607 80
"ESCA" 607 96
"ESCA" 607 94
"ESCA" 607 60
"ESCA" 607 52
"ESCA" 607 39
"ESCA" 607 155
"ESCA" 607 77
"ESCA" 607 91
"ESCA" 607 41
"ESCA" 607 63
"ESCA" 607 45
"ESCA" 607 61
"ESCA" 607 66
"ESCA" 607 131
"ESCA" 607 49
"ESCA" 607 90
"ESCA" 607 40
"ESCA" 607 73
"ESCA" 607 75
"ESCA" 607 67
"ESCA" 607 56
"ESCA" 607 73
"ESCA" 607 109
"ESCA" 607 38
"ESCA" 607 70
"ESCA" 607 34
"ESCA" 607 61
"ESCA" 607 61
"ESCA" 607 272
"ESCA" 607 69
"ESCA" 607 53
"ESCA" 607 43
"ESCA" 607 93
"ESCA" 607 141
"ESCA" 607 56
"ESCA" 607 52
"ESCA" 607 111
"ESCA" 607 82
"ESCA" 607 64
"ESCA" 607 120
"ESCA" 607 47
"ESCA" 607 109
"ESCA" 607 70
"ESCA" 607 55
"ESCA" 607 87
"ESCA" 607 77
"ESCA" 607 65
"ESCA" 607 154
"ESCA" 607 82
"ESCA" 607 60
"ESCA" 607 154
"ESCA" 607 71
"ESCA" 607 109
"ESCA" 607 64
"ESCA" 607 79
"ESCA" 607 190
"ESCA" 607 29
"ESCA" 607 61
"ESCA" 607 105
"ESCA" 607 38
"ESCA" 607 10
"ESCA" 607 63
"ESCA" 607 74
"ESCA" 607 87
"ESCA" 607 60
"ESCA" 607 104
"ESCA" 607 56
"ESCA" 607 65
"ESCA" 607 41
"ESCA" 607 105
"ESCA" 607 48
"ESCA" 607 68
"ESCA" 607 70
"ESCA" 607 57
"ESCA" 607 44
"ESCA" 607 69
"ESCA" 607 126
"ESCA" 607 124
"ESCA" 607 59
"ESCA" 607 233
"ESCA" 607 70
"GBM" 358 25
"GBM" 358 45
"GBM" 358 45
"GBM" 358 11
"GBM" 358 91
"GBM" 358 49
"GBM" 358 57
"GBM" 358 49
"GBM" 358 48
"GBM" 358 40
"GBM" 358 39
"GBM" 358 60
"GBM" 358 18
"GBM" 358 47
"GBM" 358 51
"GBM" 358 45
"GBM" 358 35
"GBM" 358 41
"GBM" 358 31
"GBM" 358 32
"GBM" 358 27
"GBM" 358 36
"GBM" 358 23
"GBM" 358 39
"GBM" 358 37
"GBM" 358 51
"GBM" 358 49
"GBM" 358 41
"GBM" 358 50
"GBM" 358 64
"GBM" 358 36
"GBM" 358 42
"GBM" 358 38
"GBM" 358 60
"GBM" 358 23
"GBM" 358 52
"GBM" 358 36
"GBM" 358 27
"GBM" 358 1
"GBM" 358 3
"GBM" 358 3
"GBM" 358 119
"GBM" 358 5
"GBM" 358 1
"GBM" 358 2
"GBM" 358 4
"GBM" 358 5
"GBM" 358 1
"GBM" 358 1
"GBM" 358 5
"GBM" 358 3
"GBM" 358 4
"GBM" 358 1
"GBM" 358 6
"GBM" 358 2
"GBM" 358 1
"GBM" 358 3
"GBM" 358 6
"GBM" 358 10
"GBM" 358 5
"GBM" 358 7
"GBM" 358 5
"GBM" 358 2
"GBM" 358 4
"GBM" 358 2
"GBM" 358 71
"GBM" 358 2
"GBM" 358 2
"GBM" 358 2
"GBM" 358 4
"GBM" 358 5
"GBM" 358 8
"GBM" 358 3
"GBM" 358 91
"GBM" 358 10
"GBM" 358 4
"GBM" 358 2
"GBM" 358 7
"GBM" 358 7
"GBM" 358 1
"GBM" 358 2
"GBM" 358 5
"GBM" 358 36
"GBM" 358 17
"GBM" 358 49
"GBM" 358 36
"GBM" 358 38
"GBM" 358 45
"GBM" 358 52
"GBM" 358 54
"GBM" 358 38
"GBM" 358 40
"GBM" 358 36
"GBM" 358 20
"GBM" 358 17
"GBM" 358 15
"GBM" 358 49
"GBM" 358 4
"GBM" 358 33
"GBM" 358 14
"GBM" 358 20
"GBM" 358 13
"GBM" 358 36
"GBM" 358 41
"GBM" 358 33
"GBM" 358 28
"GBM" 358 24
"GBM" 358 34
"GBM" 358 39
"GBM" 358 52
"GBM" 358 53
"GBM" 358 32
"GBM" 358 42
"GBM" 358 28
"GBM" 358 28
"GBM" 358 16
"GBM" 358 38
"GBM" 358 47
"GBM" 358 47
"GBM" 358 40
"GBM" 358 39
"GBM" 358 36
"GBM" 358 33
"GBM" 358 29
"GBM" 358 21
"GBM" 358 20
"GBM" 358 30
"GBM" 358 7
"GBM" 358 30
"GBM" 358 28
"GBM" 358 46
"GBM" 358 23
"GBM" 358 40
"GBM" 358 60
"GBM" 358 25
"GBM" 358 57
"GBM" 358 54
"GBM" 358 30
"GBM" 358 25
"GBM" 358 46
"GBM" 358 41
"GBM" 358 44
"GBM" 358 30
"GBM" 358 30
"GBM" 358 16
"GBM" 358 25
"GBM" 358 41
"GBM" 358 48
"GBM" 358 17
"GBM" 358 48
"GBM" 358 35
"GBM" 358 20
"GBM" 358 41
"GBM" 358 46
"GBM" 358 41
"GBM" 358 28
"GBM" 358 32
"GBM" 358 19
"GBM" 358 31
"GBM" 358 15
"GBM" 358 37
"GBM" 358 31
"GBM" 358 23
"GBM" 358 32
"GBM" 358 27
"GBM" 358 44
"GBM" 358 121
"GBM" 358 26
"GBM" 358 28
"GBM" 358 29
"GBM" 358 29
"GBM" 358 43
"GBM" 358 28
"GBM" 358 52
"GBM" 358 34
"GBM" 358 46
"GBM" 358 20
"GBM" 358 43
"GBM" 358 37
"GBM" 358 22
"GBM" 358 18
"GBM" 358 36
"GBM" 358 37
"GBM" 358 29
"GBM" 358 35
"GBM" 358 18
"GBM" 358 9
"GBM" 358 35
"GBM" 358 30
"GBM" 358 32
"GBM" 358 33
"GBM" 358 27
"GBM" 358 52
"GBM" 358 38
"GBM" 358 45
"GBM" 358 59
"GBM" 358 34
"GBM" 358 43
"GBM" 358 16
"GBM" 358 51
"GBM" 358 24
"GBM" 358 35
"GBM" 358 41
"GBM" 358 29
"GBM" 358 20
"GBM" 358 21
"GBM" 358 38
"GBM" 358 43
"GBM" 358 62
"GBM" 358 49
"GBM" 358 26
"GBM" 358 39
"GBM" 358 13
"GBM" 358 28
"GBM" 358 37
"GBM" 358 19
"GBM" 358 32
"GBM" 358 38
"GBM" 358 38
"GBM" 358 16
"GBM" 358 48
"GBM" 358 50
"GBM" 358 269
"GBM" 358 38
"GBM" 358 49
"GBM" 358 70
"GBM" 358 403
"GBM" 358 62
"GBM" 358 35
"GBM" 358 54
"GBM" 358 37
"GBM" 358 61
"GBM" 358 31
"GBM" 358 32
"GBM" 358 12
"GBM" 358 44
"GBM" 358 47
"GBM" 358 24
"GBM" 358 30
"GBM" 358 50
"GBM" 358 39
"GBM" 358 30
"GBM" 358 55
"GBM" 358 21
"GBM" 358 17
"GBM" 358 22
"GBM" 358 27
"GBM" 358 28
"GBM" 358 22
"GBM" 358 33
"GBM" 358 29
"GBM" 358 22
"GBM" 358 21
"GBM" 358 66
"GBM" 358 27
"GBM" 358 32
"GBM" 358 23
"GBM" 358 37
"GBM" 358 38
"GBM" 358 42
"GBM" 358 28
"GBM" 358 24
"GBM" 358 65
"GBM" 358 29
"GBM" 358 32
"GBM" 358 36
"GBM" 358 28
"GBM" 358 32
"GBM" 358 43
"GBM" 358 31
"GBM" 358 35
"GBM" 358 24
"GBM" 358 33
"GBM" 358 27
"GBM" 358 60
"GBM" 358 30
"GBM" 358 31
"GBM" 358 28
"GBM" 358 46
"GBM" 358 59
"GBM" 358 31
"GBM" 358 33
"GBM" 358 20
"GBM" 358 21
"GBM" 358 34
"GBM" 358 12
"GBM" 358 36
"GBM" 358 27
"GBM" 358 40
"GBM" 358 44
"GBM" 358 52
"GBM" 358 13
"GBM" 358 49
"GBM" 358 32
"GBM" 358 26
"GBM" 358 49
"GBM" 358 41
"GBM" 358 37
"GBM" 358 22
"GBM" 358 63
"GBM" 358 28
"GBM" 358 30
"GBM" 358 25
"GBM" 358 23
"GBM" 358 50
"GBM" 358 55
"GBM" 358 37
"GBM" 358 36
"GBM" 358 44
"GBM" 358 32
"GBM" 358 32
"GBM" 358 30
"GBM" 358 44
"GBM" 358 48
"GBM" 358 40
"GBM" 358 22
"GBM" 358 30
"GBM" 358 32
"GBM" 358 46
"GBM" 358 30
"GBM" 358 37
"GBM" 358 25
"GBM" 358 60
"GBM" 358 26
"GBM" 358 48
"GBM" 358 24
"GBM" 358 25
"GBM" 358 39
"GBM" 358 42
"GBM" 358 31
"GBM" 358 54
"GBM" 358 35
"GBM" 358 26
"GBM" 358 44
"GBM" 358 37
"GBM" 358 35
"GBM" 358 37
"GBM" 358 37
"GBM" 358 26
"GBM" 358 34
"GBM" 358 34
"GBM" 358 60
"GBM" 358 30
"GBM" 358 46
"GBM" 358 54
"GBM" 358 31
"GBM" 358 49
"GBM" 358 37
"GBM" 358 22
"GBM" 358 38
"GBM" 358 32
"GBM" 358 24
"GBM" 358 20
"GBM" 358 30
"GBM" 358 24
"GBM" 358 31
"GBM" 358 33
"GBM" 358 31
"HC" 1546 15
"HC" 1546 127
"HC" 1546 41
"HC" 1546 153
"HC" 1546 65
"HC" 1546 51
"HC" 1546 59
"HC" 1546 33
"HC" 1546 29
"HC" 1546 23
"HC" 1546 76
"HC" 1546 53
"HC" 1546 50
"HC" 1546 58
"HC" 1546 47
"HC" 1546 86
"HC" 1546 51
"HC" 1546 36
"HC" 1546 67
"HC" 1546 41
"HC" 1546 29
"HC" 1546 45
"HC" 1546 20
"HC" 1546 105
"HC" 1546 71
"HC" 1546 64
"HC" 1546 70
"HC" 1546 73
"HC" 1546 114
"HC" 1546 53
"HC" 1546 36
"HC" 1546 48
"HC" 1546 77
"HC" 1546 42
"HC" 1546 38
"HC" 1546 124
"HC" 1546 60
"HC" 1546 49
"HC" 1546 51
"HC" 1546 51
"HC" 1546 59
"HC" 1546 48
"HC" 1546 39
"HC" 1546 83
"HC" 1546 40
"HC" 1546 41
"HC" 1546 21
"HC" 1546 23
"HC" 1546 7
"HC" 1546 36
"HC" 1546 59
"HC" 1546 32
"HC" 1546 56
"HC" 1546 77
"HC" 1546 70
"HC" 1546 52
"HC" 1546 61
"HC" 1546 87
"HC" 1546 79
"HC" 1546 74
"HC" 1546 148
"HC" 1546 66
"HC" 1546 63
"HC" 1546 45
"HC" 1546 9
"HC" 1546 51
"HC" 1546 60
"HC" 1546 87
"HC" 1546 39
"HC" 1546 48
"HC" 1546 54
"HC" 1546 59
"HC" 1546 104
"HC" 1546 151
"HC" 1546 57
