"cancer" "samples" "ntotal"
"PRAD" 967 23
"PRAD" 967 17
"PRAD" 967 14
"PRAD" 967 28
"PRAD" 967 50
"PRAD" 967 17
"PRAD" 967 14
"PRAD" 967 10
"PRAD" 967 15
"PRAD" 967 2
"PRAD" 967 4
"PRAD" 967 23
"PRAD" 967 17
"PRAD" 967 20
"PRAD" 967 18
"PRAD" 967 23
"PRAD" 967 26
"PRAD" 967 5
"PRAD" 967 28
"PRAD" 967 16
"PRAD" 967 38
"PRAD" 967 63
"PRAD" 967 20
"PRAD" 967 12
"PRAD" 967 19
"PRAD" 967 26
"PRAD" 967 24
"PRAD" 967 17
"PRAD" 967 14
"PRAD" 967 27
"PRAD" 967 14
"PRAD" 967 30
"PRAD" 967 18
"PRAD" 967 30
"PRAD" 967 9
"PRAD" 967 10
"PRAD" 967 19
"PRAD" 967 25
"PRAD" 967 22
"PRAD" 967 18
"PRAD" 967 12
"PRAD" 967 14
"PRAD" 967 23
"PRAD" 967 19
"PRAD" 967 14
"PRAD" 967 27
"PRAD" 967 17
"PRAD" 967 12
"PRAD" 967 13
"PRAD" 967 25
"PRAD" 967 26
"PRAD" 967 25
"PRAD" 967 13
"PRAD" 967 30
"PRAD" 967 18
"PRAD" 967 20
"PRAD" 967 12
"PRAD" 967 21
"PRAD" 967 17
"PRAD" 967 13
"PRAD" 967 23
"PRAD" 967 16
"PRAD" 967 11
"PRAD" 967 20
"PRAD" 967 4
"PRAD" 967 21
"PRAD" 967 19
"PRAD" 967 2
"PRAD" 967 20
"PRAD" 967 18
"PRAD" 967 18
"PRAD" 967 15
"PRAD" 967 43
"PRAD" 967 13
"PRAD" 967 19
"PRAD" 967 10
"PRAD" 967 15
"PRAD" 967 28
"PRAD" 967 17
"PRAD" 967 23
"PRAD" 967 19
"PRAD" 967 21
"PRAD" 967 12
"PRAD" 967 7
"PRAD" 967 6
"PRAD" 967 9
"PRAD" 967 11
"PRAD" 967 18
"PRAD" 967 10
"PRAD" 967 20
"PRAD" 967 28
"PRAD" 967 20
"PRAD" 967 17
"PRAD" 967 24
"PRAD" 967 18
"PRAD" 967 20
"PRAD" 967 14
"PRAD" 967 8
"PRAD" 967 37
"PRAD" 967 19
"PRAD" 967 33
"PRAD" 967 17
"PRAD" 967 15
"PRAD" 967 10
"PRAD" 967 15
"PRAD" 967 16
"PRAD" 967 18
"PRAD" 967 19
"PRAD" 967 16
"PRAD" 967 10
"PRAD" 967 27
"PRAD" 967 8
"PRAD" 967 17
"PRAD" 967 10
"PRAD" 967 13
"PRAD" 967 13
"PRAD" 967 21
"PRAD" 967 27
"PRAD" 967 25
"PRAD" 967 10
"PRAD" 967 16
"PRAD" 967 15
"PRAD" 967 22
"PRAD" 967 12
"PRAD" 967 18
"PRAD" 967 32
"PRAD" 967 28
"PRAD" 967 16
"PRAD" 967 32
"PRAD" 967 16
"PRAD" 967 16
"PRAD" 967 20
"PRAD" 967 22
"PRAD" 967 17
"PRAD" 967 21
"PRAD" 967 26
"PRAD" 967 18
"PRAD" 967 10
"PRAD" 967 26
"PRAD" 967 12
"PRAD" 967 25
"PRAD" 967 12
"PRAD" 967 2
"PRAD" 967 7
"PRAD" 967 36
"PRAD" 967 17
"PRAD" 967 29
"PRAD" 967 32
"PRAD" 967 34
"PRAD" 967 24
"PRAD" 967 15
"PRAD" 967 20
"PRAD" 967 23
"PRAD" 967 76
"PRAD" 967 19
"PRAD" 967 19
"PRAD" 967 30
"PRAD" 967 40
"PRAD" 967 20
"PRAD" 967 11
"PRAD" 967 16
"PRAD" 967 24
"PRAD" 967 20
"PRAD" 967 24
"PRAD" 967 18
"PRAD" 967 20
"PRAD" 967 17
"PRAD" 967 27
"PRAD" 967 12
"PRAD" 967 26
"PRAD" 967 15
"PRAD" 967 16
"PRAD" 967 23
"PRAD" 967 29
"PRAD" 967 21
"PRAD" 967 15
"PRAD" 967 26
"PRAD" 967 15
"PRAD" 967 33
"PRAD" 967 28
"PRAD" 967 16
"PRAD" 967 16
"PRAD" 967 21
"PRAD" 967 3
"PRAD" 967 21
"PRAD" 967 21
"PRAD" 967 19
"PRAD" 967 32
"PRAD" 967 15
"PRAD" 967 40
"PRAD" 967 24
"PRAD" 967 15
"PRAD" 967 17
"PRAD" 967 17
"PRAD" 967 31
"PRAD" 967 21
"PRAD" 967 29
"PRAD" 967 35
"PRAD" 967 16
"PRAD" 967 22
"PRAD" 967 15
"PRAD" 967 13
"PRAD" 967 20
"PRAD" 967 24
"PRAD" 967 18
"PRAD" 967 23
"PRAD" 967 39
"PRAD" 967 12
"PRAD" 967 51
"RCCC" 459 47
"RCCC" 459 30
"RCCC" 459 43
"RCCC" 459 23
"RCCC" 459 66
"RCCC" 459 25
"RCCC" 459 54
"RCCC" 459 60
"RCCC" 459 29
"RCCC" 459 46
"RCCC" 459 32
"RCCC" 459 20
"RCCC" 459 33
"RCCC" 459 51
"RCCC" 459 19
"RCCC" 459 25
"RCCC" 459 37
"RCCC" 459 32
"RCCC" 459 31
"RCCC" 459 47
"RCCC" 459 49
"RCCC" 459 51
"RCCC" 459 39
"RCCC" 459 45
"RCCC" 459 45
"RCCC" 459 29
"RCCC" 459 68
"RCCC" 459 31
"RCCC" 459 39
"RCCC" 459 43
"RCCC" 459 41
"RCCC" 459 47
"RCCC" 459 32
"RCCC" 459 33
"RCCC" 459 58
"RCCC" 459 36
"RCCC" 459 35
"RCCC" 459 27
"RCCC" 459 51
"RCCC" 459 36
"RCCC" 459 47
"RCCC" 459 6
"RCCC" 459 71
"RCCC" 459 52
"RCCC" 459 56
"RCCC" 459 64
"RCCC" 459 47
"RCCC" 459 39
"RCCC" 459 54
"RCCC" 459 27
"RCCC" 459 32
"RCCC" 459 33
"RCCC" 459 240
"RCCC" 459 58
"RCCC" 459 25
"RCCC" 459 31
"RCCC" 459 28
"RCCC" 459 153
"RCCC" 459 29
"RCCC" 459 59
"RCCC" 459 50
"RCCC" 459 41
"RCCC" 459 38
"RCCC" 459 17
"RCCC" 459 47
"RCCC" 459 58
"RCCC" 459 60
"RCCC" 459 57
"RCCC" 459 36
"RCCC" 459 31
"RCCC" 459 61
"RCCC" 459 32
"RCCC" 459 42
"RCCC" 459 25
"RCCC" 459 51
"RCCC" 459 46
"RCCC" 459 55
"RCCC" 459 58
"RCCC" 459 36
"RCCC" 459 38
"RCCC" 459 30
"RCCC" 459 27
"RCCC" 459 48
"RCCC" 459 36
"RCCC" 459 34
"RCCC" 459 29
"RCCC" 459 29
"RCCC" 459 64
"RCCC" 459 12
"RCCC" 459 19
"RCCC" 459 64
"RCCC" 459 46
"RCCC" 459 21
"RCCC" 459 109
"RCCC" 459 31
"RCCC" 459 8
"RCCC" 459 54
"RCCC" 459 33
"RCCC" 459 52
"RCCC" 459 16
"RCCC" 459 35
"RCCC" 459 31
"RCCC" 459 34
"RCCC" 459 70
"RCCC" 459 35
"RCCC" 459 39
"RCCC" 459 31
"RCCC" 459 37
"RCCC" 459 37
"RCCC" 459 32
"RCCC" 459 13
"RCCC" 459 14
"RCCC" 459 2
"RCCC" 459 24
"RCCC" 459 16
"RCCC" 459 3
"RCCC" 459 10
"RCCC" 459 23
"RCCC" 459 29
"RCCC" 459 20
"RCCC" 459 59
"RCCC" 459 14
"RCCC" 459 32
"RCCC" 459 59
"RCCC" 459 23
"RCCC" 459 39
"RCCC" 459 42
"RCCC" 459 43
"RCCC" 459 29
"RCCC" 459 24
"RCCC" 459 21
"RCCC" 459 55
"RCCC" 459 24
"RCCC" 459 28
"RCCC" 459 57
"RCCC" 459 38
"RCCC" 459 34
"RCCC" 459 22
"RCCC" 459 43
"RCCC" 459 34
"RCCC" 459 11
"RCCC" 459 35
"RCCC" 459 38
"RCCC" 459 22
"RCCC" 459 59
"RCCC" 459 26
"RCCC" 459 36
"RCCC" 459 35
"RCCC" 459 33
"RCCC" 459 25
"RCCC" 459 65
"RCCC" 459 24
"RCCC" 459 56
"RCCC" 459 90
"RCCC" 459 25
"RCCC" 459 27
"RCCC" 459 18
"RCCC" 459 11
"RCCC" 459 11
"RCCC" 459 37
"RCCC" 459 27
"RCCC" 459 12
"RCCC" 459 8
"RCCC" 459 66
"RCCC" 459 53
"RCCC" 459 10
"RCCC" 459 17
"RCCC" 459 23
"RCCC" 459 20
"RCCC" 459 16
"RCCC" 459 37
"RCCC" 459 284
"RCCC" 459 19
"RCCC" 459 26
"RCCC" 459 46
"RCCC" 459 64
"RCCC" 459 34
"RCCC" 459 59
"RCCC" 459 45
"RCCC" 459 37
"RCCC" 459 34
"RCCC" 459 43
"RCCC" 459 65
"RCCC" 459 45
"RCCC" 459 44
"RCCC" 459 46
"RCCC" 459 28
"RCCC" 459 58
"RCCC" 459 31
"RCCC" 459 45
"RCCC" 459 31
"RCCC" 459 15
"RCCC" 459 33
"RCCC" 459 40
"RCCC" 459 40
"RCCC" 459 52
"RCCC" 459 52
"RCCC" 459 50
"RCCC" 459 37
"RCCC" 459 377
"RCCC" 459 47
"RCCC" 459 22
"RCCC" 459 27
"RCCC" 459 36
"RCCC" 459 49
"RCCC" 459 30
"RCCC" 459 22
"RCCC" 459 31
"RCCC" 459 36
"RCCC" 459 25
"RCCC" 459 29
"RCCC" 459 35
"RCCC" 459 9
"RCCC" 459 54
"RCCC" 459 33
"RCCC" 459 26
"RCCC" 459 21
"RCCC" 459 26
"RCCC" 459 43
"RCCC" 459 42
"RCCC" 459 36
"RCCC" 459 31
"RCCC" 459 31
"RCCC" 459 32
"RCCC" 459 38
"RCCC" 459 34
"RCCC" 459 26
"RCCC" 459 39
"RCCC" 459 69
"RCCC" 459 44
"RCCC" 459 42
"RCCC" 459 44
"RCCC" 459 31
"RCCC" 459 21
"RCCC" 459 46
"RCCC" 459 25
"RCCC" 459 18
"RCCC" 459 55
"RCCC" 459 64
"RCCC" 459 27
"RCCC" 459 18
"RCCC" 459 27
"RCCC" 459 30
"RCCC" 459 38
"RCCC" 459 12
"RCCC" 459 30
"RCCC" 459 41
"RCCC" 459 33
"RCCC" 459 30
"RCCC" 459 44
"RCCC" 459 19
"RCCC" 459 42
"RCCC" 459 32
"RCCC" 459 41
"RCCC" 459 29
"RCCC" 459 41
"RCCC" 459 43
"RCCC" 459 25
"RCCC" 459 20
"RCCC" 459 32
"RCCC" 459 41
"RCCC" 459 34
"RCCC" 459 17
"RCCC" 459 38
"RCCC" 459 46
"RCCC" 459 31
"RCCC" 459 31
"RCCC" 459 50
"RCCC" 459 36
"RCCC" 459 50
"RCCC" 459 11
"RCCC" 459 12
"RCCC" 459 10
"RCCC" 459 25
"RCCC" 459 65
"RCCC" 459 31
"RCCC" 459 17
"RCCC" 459 36
"RCCC" 459 37
"RCCC" 459 30
"RCCC" 459 18
"RCCC" 459 26
"RCCC" 459 53
"RCCC" 459 37
"RCCC" 459 41
"RCCC" 459 12
"RCCC" 459 40
"RCCC" 459 26
"RCCC" 459 36
"RCCC" 459 27
"RCCC" 459 31
"RCCC" 459 25
"RCCC" 459 42
"RCCC" 459 8
"RCCC" 459 7
"RCCC" 459 41
"RCCC" 459 53
"RCCC" 459 11
"RCCC" 459 37
"RCCC" 459 44
"RCCC" 459 19
"RCCC" 459 29
"RCCC" 459 47
"RCCC" 459 56
"RCCC" 459 36
"RCCC" 459 36
"RCCC" 459 22
"RCCC" 459 23
"RCCC" 459 26
"RCCC" 459 17
"RCCC" 459 26
"RCCC" 459 10
"RCCC" 459 53
"RCCC" 459 29
"RCCC" 459 27
"RCCC" 459 44
"RCCC" 459 54
"RCCC" 459 25
"RCCC" 459 13
"RCCC" 459 29
"RCCC" 459 42
"RCCC" 459 30
"RCCC" 459 25
"RCCC" 459 38
"RCCC" 459 8
"RCCC" 459 23
"RCCC" 459 29
"RCCC" 459 30
"RCCC" 459 22
"RCCC" 459 19
"RCCC" 459 25
"RCCC" 459 27
"RCCC" 459 18
"RCCC" 459 27
"RCCC" 459 32
"RCCC" 459 35
"RCCC" 459 23
"RCCC" 459 50
"RCCC" 459 21
"RCCC" 459 26
"RCCC" 459 59
"RCCC" 459 22
"RCCC" 459 34
"RCCC" 459 23
"RCCC" 459 41
"RCCC" 459 32
"RCCC" 459 19
"RCCC" 459 16
"RCCC" 459 55
"RCCC" 459 23
"RCCC" 459 45
"RCCC" 459 28
"RCCC" 459 31
"RCCC" 459 32
"RCCC" 459 28
"RCCC" 459 18
"RCCC" 459 44
"RCCC" 459 23
"RCCC" 459 35
"RCCC" 459 47
"RCCC" 459 29
"RCCC" 459 35
"RCCC" 459 30
"RCCC" 459 46
"RCCC" 459 42
"RCCC" 459 28
"RCCC" 459 44
"RCCC" 459 39
"RCCC" 459 31
"RCCC" 459 53
"RCCC" 459 34
"RCCC" 459 44
"RCCC" 459 48
"RCCC" 459 34
"RCCC" 459 41
"RCCC" 459 39
"RCCC" 459 30
"RCCC" 459 30
"RCCC" 459 28
"RCCC" 459 42
"RCCC" 459 19
"RCCC" 459 47
"RCCC" 459 41
"RCCC" 459 27
"RCCC" 459 81
"RCCC" 459 37
"RCCC" 459 38
"RCCC" 459 54
"RCCC" 459 39
"RCCC" 459 29
"RCCC" 459 45
"RCCC" 459 26
"RCCC" 459 59
"RCCC" 459 27
"RCCC" 459 37
"RCCC" 459 21
"RCCC" 459 35
"RCCC" 459 46
"RCCC" 459 48
"RCCC" 459 41
"RCCC" 459 60
"RCCC" 459 34
"RCCC" 459 30
"RCCC" 459 47
"RCCC" 459 35
"RCCC" 459 17
"RCCC" 459 44
"RCCC" 459 21
"RCCC" 459 48
"RCCC" 459 15
"RCCC" 459 53
"RCCC" 459 60
"RCCC" 459 33
"RCCC" 459 57
"RCCC" 459 51
"RCCC" 459 48
"RCCC" 459 43
"RCCC" 459 19
"RCCC" 459 27
"RCCC" 459 37
"RCCC" 459 44
"RCCC" 459 21
"RCCC" 459 62
"RCCC" 459 34
"RCCC" 459 43
"RCCC" 459 44
"RCCC" 459 27
"RCCC" 459 68
"RCCC" 459 39
"RCCC" 459 35
"RCCC" 459 84
"RCCC" 459 36
"RCCC" 459 30
"RCCC" 459 29
"RCCC" 459 21
"RCCC" 459 27
"RCCC" 459 35
"RCCC" 459 26
"RCCC" 459 28
"RCCC" 459 37
"RCCC" 459 11
"RCCC" 459 13
"RCCC" 459 51
"RCCC" 459 8
"RCCC" 459 35
"RCCC" 459 23
"RCCC" 459 33
"RCCC" 459 43
"RCCC" 459 26
"RCCC" 459 38
"RCCC" 459 40
"RCCC" 459 34
"RCCC" 459 51
"RCCC" 459 57
"RCCC" 459 32
"RCCC" 459 46
"RCCC" 459 52
"RCCC" 459 25
"RCCC" 459 23
"RPC" 279 37
"RPC" 279 36
"RPC" 279 46
"RPC" 279 70
"RPC" 279 50
"RPC" 279 35
"RPC" 279 46
"RPC" 279 40
"RPC" 279 55
"RPC" 279 39
"RPC" 279 27
"RPC" 279 51
"RPC" 279 41
"RPC" 279 64
"RPC" 279 26
"RPC" 279 58
"RPC" 279 84
"RPC" 279 49
"RPC" 279 58
"RPC" 279 39
"RPC" 279 59
"RPC" 279 48
"RPC" 279 32
"RPC" 279 61
"RPC" 279 37
"RPC" 279 71
"RPC" 279 53
"RPC" 279 37
"RPC" 279 80
"RPC" 279 19
"RPC" 279 50
"RPC" 279 29
"RPC" 279 37
"RPC" 279 51
"RPC" 279 43
"RPC" 279 87
"RPC" 279 49
"RPC" 279 37
"RPC" 279 23
"RPC" 279 17
"RPC" 279 65
"RPC" 279 47
"RPC" 279 47
"RPC" 279 6
"RPC" 279 13
"RPC" 279 57
"RPC" 279 56
"RPC" 279 37
"RPC" 279 8
"RPC" 279 19
"RPC" 279 32
"RPC" 279 44
"RPC" 279 25
"RPC" 279 77
"RPC" 279 51
"RPC" 279 57
"RPC" 279 61
"RPC" 279 19
"RPC" 279 43
"RPC" 279 36
"RPC" 279 47
"RPC" 279 64
"RPC" 279 30
"RPC" 279 49
"RPC" 279 48
"RPC" 279 42
"RPC" 279 22
"RPC" 279 11
"RPC" 279 51
"RPC" 279 55
"RPC" 279 51
"RPC" 279 14
"RPC" 279 22
"RPC" 279 27
"RPC" 279 38
"RPC" 279 38
"RPC" 279 42
"RPC" 279 44
"RPC" 279 31
"RPC" 279 27
"RPC" 279 15
"RPC" 279 18
"RPC" 279 45
"RPC" 279 41
"RPC" 279 44
"RPC" 279 40
"RPC" 279 25
"RPC" 279 8
"RPC" 279 34
"RPC" 279 43
"RPC" 279 31
"RPC" 279 23
"RPC" 279 34
"RPC" 279 38
"RPC" 279 46
"RPC" 279 60
"RPC" 279 25
"RPC" 279 35
"RPC" 279 11
"RPC" 279 34
"RPC" 279 44
"RPC" 279 55
"RPC" 279 27
"RPC" 279 38
"RPC" 279 51
"RPC" 279 67
"RPC" 279 47
"RPC" 279 37
"RPC" 279 52
"RPC" 279 18
"RPC" 279 21
"RPC" 279 59
"RPC" 279 55
"RPC" 279 26
"RPC" 279 9
"RPC" 279 22
"RPC" 279 33
"RPC" 279 53
"RPC" 279 62
"RPC" 279 65
"RPC" 279 45
"RPC" 279 52
"RPC" 279 42
"RPC" 279 57
"RPC" 279 14
"RPC" 279 23
"RPC" 279 23
"RPC" 279 34
"RPC" 279 12
"RPC" 279 30
"RPC" 279 70
"RPC" 279 41
"RPC" 279 6
"RPC" 279 13
"RPC" 279 36
"RPC" 279 56
"RPC" 279 11
"RPC" 279 34
"RPC" 279 23
"RPC" 279 20
"RPC" 279 44
"RPC" 279 40
"RPC" 279 22
"RPC" 279 34
"RPC" 279 11
"RPC" 279 14
"RPC" 279 44
"RPC" 279 32
"RPC" 279 7
"RPC" 279 24
"RPC" 279 41
"RPC" 279 39
"RPC" 279 14
"RPC" 279 47
"RPC" 279 26
"RPC" 279 9
"RPC" 279 25
"RPC" 279 37
"RPC" 279 28
"RPC" 279 14
"RPC" 279 53
"RPC" 279 27
"RPC" 279 51
"RPC" 279 28
"RPC" 279 16
"RPC" 279 13
"RPC" 279 15
"RPC" 279 69
"RPC" 279 55
"RPC" 279 27
"RPC" 279 18
"RPC" 279 24
"RPC" 279 44
"RPC" 279 68
"RPC" 279 26
"RPC" 279 9
"RPC" 279 40
"RPC" 279 24
"RPC" 279 34
"RPC" 279 10
"RPC" 279 39
"RPC" 279 17
"RPC" 279 21
"RPC" 279 30
"RPC" 279 23
"RPC" 279 35
"RPC" 279 24
"RPC" 279 37
"RPC" 279 18
"RPC" 279 63
"RPC" 279 9
"RPC" 279 34
"RPC" 279 41
"RPC" 279 41
"RPC" 279 66
"RPC" 279 12
"RPC" 279 50
"RPC" 279 38
"RPC" 279 55
"RPC" 279 51
"RPC" 279 64
"RPC" 279 21
"RPC" 279 21
"RPC" 279 128
"RPC" 279 54
"RPC" 279 31
"RPC" 279 82
"RPC" 279 30
"RPC" 279 33
"RPC" 279 44
"RPC" 279 43
"RPC" 279 55
"RPC" 279 43
"RPC" 279 44
"RPC" 279 19
"RPC" 279 28
"RPC" 279 28
"RPC" 279 38
"RPC" 279 27
"RPC" 279 14
"RPC" 279 86
"RPC" 279 22
"RPC" 279 43
"RPC" 279 13
"RPC" 279 11
"RPC" 279 57
"RPC" 279 58
"RPC" 279 22
"RPC" 279 30
"RPC" 279 83
"RPC" 279 8
"RPC" 279 52
"RPC" 279 26
"RPC" 279 42
"RPC" 279 36
"RPC" 279 61
"RPC" 279 43
"RPC" 279 31
"RPC" 279 74
"RPC" 279 50
"RPC" 279 78
"RPC" 279 26
"RPC" 279 52
"RPC" 279 44
"RPC" 279 72
"RPC" 279 31
"RPC" 279 50
"RPC" 279 46
"RPC" 279 50
"RPC" 279 61
"RPC" 279 26
"RPC" 279 13
"RPC" 279 34
"RPC" 279 42
"RPC" 279 41
"RPC" 279 37
"RPC" 279 41
"RPC" 279 62
"RPC" 279 47
"RPC" 279 67
"RPC" 279 78
"RPC" 279 33
"RPC" 279 36
"RPC" 279 64
"RPC" 279 27
"RPC" 279 34
"RPC" 279 41
"RPC" 279 47
"RPC" 279 32
"RPC" 279 56
"RPC" 279 42
"RPC" 279 54
"RPC" 279 68
"RPC" 279 40
"RPC" 279 46
"RPC" 279 34
"RPC" 279 44
"RPC" 279 25
"RPC" 279 37
"S" 198 24
"S" 198 11
"S" 198 30
"S" 198 47
"S" 198 26
"S" 198 39
"S" 198 20
"S" 198 38
"S" 198 19
"S" 198 27
"S" 198 26
"S" 198 36
"S" 198 15
"S" 198 21
"S" 198 17
"S" 198 34
"S" 198 41
"S" 198 47
"S" 198 10
"S" 198 27
"S" 198 17
"S" 198 69
"S" 198 32
"S" 198 15
"S" 198 6
"S" 198 21
"S" 198 16
"S" 198 42
"S" 198 36
"S" 198 10
"S" 198 14
"S" 198 20
"S" 198 22
"S" 198 36
"S" 198 27
"S" 198 32
"S" 198 10
"S" 198 31
"S" 198 12
"S" 198 32
"S" 198 12
"S" 198 32
"S" 198 23
"S" 198 17
"S" 198 50
"S" 198 11
"S" 198 11
"S" 198 32
"S" 198 55
"S" 198 48
"S" 198 52
"S" 198 30
"S" 198 23
"S" 198 57
"S" 198 28
"S" 198 55
"S" 198 21
"S" 198 39
"S" 198 27
"S" 198 25
"S" 198 31
"S" 198 37
"S" 198 17
"S" 198 12
"S" 198 25
"S" 198 21
"S" 198 21
"S" 198 26
"S" 198 47
"S" 198 51
"S" 198 33
"S" 198 46
"S" 198 21
"S" 198 55
"S" 198 48
"S" 198 27
"S" 198 18
"S" 198 18
"S" 198 52
"S" 198 56
"S" 198 38
"S" 198 34
"S" 198 23
"S" 198 47
"S" 198 28
"S" 198 19
"S" 198 27
"S" 198 17
"S" 198 5
"S" 198 38
"S" 198 20
"S" 198 51
"S" 198 11
"S" 198 34
"S" 198 58
"S" 198 101
"S" 198 20
"S" 198 49
"S" 198 6
"S" 198 26
"S" 198 18
"S" 198 33
"S" 198 20
"S" 198 20
"S" 198 9
"S" 198 19
"S" 198 39
"S" 198 16
"S" 198 22
"S" 198 38
"S" 198 14
"S" 198 40
"S" 198 23
"S" 198 14
"S" 198 29
"S" 198 23
"S" 198 19
"S" 198 22
"S" 198 7
"S" 198 36
"S" 198 32
"S" 198 19
"S" 198 14
"S" 198 23
"S" 198 43
"S" 198 12
"S" 198 53
"S" 198 47
"S" 198 23
"S" 198 48
"S" 198 24
"S" 198 27
"S" 198 53
"S" 198 18
"S" 198 19
"S" 198 22
"S" 198 20
"S" 198 24
"S" 198 27
"S" 198 5
"S" 198 12
"S" 198 8
"S" 198 20
"S" 198 13
"S" 198 25
"S" 198 31
"S" 198 26
"S" 198 24
"S" 198 13
"S" 198 43
"S" 198 28
"S" 198 36
"S" 198 43
"S" 198 47
"S" 198 8
"S" 198 31
"S" 198 9
"S" 198 28
"S" 198 29
"S" 198 35
"S" 198 32
"S" 198 26
"S" 198 18
"S" 198 18
"S" 198 29
"S" 198 9
"S" 198 11
"S" 198 39
"S" 198 55
"S" 198 29
"S" 198 31
"S" 198 26
"S" 198 15
"S" 198 31
"S" 198 37
"S" 198 29
"S" 198 32
"S" 198 18
"S" 198 24
"S" 198 94
"S" 198 23
"S" 198 39
"S" 198 39
"S" 198 34
"S" 198 49
"S" 198 26
"S" 198 45
"S" 198 37
"S" 198 49
"S" 198 35
"S" 198 44
"S" 198 7
"S" 198 29
"S" 198 21
"S" 198 14
"S" 198 14
"S" 198 10
"S" 198 26
"ST" 970 60
"ST" 970 16
"ST" 970 62
"ST" 970 19
"ST" 970 65
"ST" 970 1
"ST" 970 89
"ST" 970 155
"ST" 970 50
"ST" 970 13
"ST" 970 147
"ST" 970 91
"ST" 970 25
"ST" 970 36
"ST" 970 52
"ST" 970 68
"ST" 970 1
"ST" 970 81
"ST" 970 71
"ST" 970 40
"ST" 970 74
"ST" 970 30
"ST" 970 1
"ST" 970 29
"ST" 970 49
"ST" 970 20
"ST" 970 19
"ST" 970 67
"ST" 970 40
"ST" 970 45
"ST" 970 61
"ST" 970 67
"ST" 970 27
"ST" 970 45
"ST" 970 35
"ST" 970 220
"ST" 970 69
"ST" 970 231
"ST" 970 140
"ST" 970 101
"ST" 970 184
"ST" 970 40
"ST" 970 71
"ST" 970 77
"ST" 970 31
"ST" 970 70
"ST" 970 52
"ST" 970 74
"ST" 970 56
"ST" 970 93
"ST" 970 37
"ST" 970 51
"ST" 970 59
"ST" 970 177
"ST" 970 110
"ST" 970 80
"ST" 970 58
"ST" 970 53
"ST" 970 135
"ST" 970 50
"ST" 970 65
"ST" 970 102
"ST" 970 2
"ST" 970 27
"ST" 970 9
"ST" 970 2
"ST" 970 4
"ST" 970 2
"ST" 970 9
"ST" 970 16
"ST" 970 6
"ST" 970 10
"ST" 970 8
"ST" 970 7
"ST" 970 1
"ST" 970 12
"ST" 970 16
"ST" 970 14
"ST" 970 86
"ST" 970 12
"ST" 970 2
"ST" 970 19
"ST" 970 15
"ST" 970 2
"ST" 970 13
"ST" 970 16
"ST" 970 3
"ST" 970 4
"ST" 970 28
"ST" 970 8
"ST" 970 1
"ST" 970 21
"ST" 970 7
"ST" 970 18
"ST" 970 13
"ST" 970 9
"ST" 970 24
"ST" 970 11
"ST" 970 24
"ST" 970 9
"ST" 970 69
"ST" 970 2
"ST" 970 7
"ST" 970 19
"ST" 970 18
"ST" 970 10
"ST" 970 16
"ST" 970 14
"ST" 970 2
"ST" 970 4
"ST" 970 1
"ST" 970 21
"ST" 970 8
"ST" 970 1
"ST" 970 4
"ST" 970 9
"ST" 970 5
"ST" 970 1
"ST" 970 5
"ST" 970 3
"ST" 970 62
"ST" 970 13
"ST" 970 11
"ST" 970 8
"ST" 970 13
"ST" 970 17
"ST" 970 21
"ST" 970 18
"ST" 970 14
"ST" 970 8
"ST" 970 21
"ST" 970 4
"ST" 970 11
"ST" 970 7
"ST" 970 10
"ST" 970 6
"ST" 970 17
"ST" 970 23
"ST" 970 82
"ST" 970 37
"ST" 970 60
"ST" 970 31
"ST" 970 86
"ST" 970 38
"ST" 970 81
"ST" 970 27
"ST" 970 47
"ST" 970 98
"ST" 970 38
"ST" 970 80
"ST" 970 45
"ST" 970 38
"ST" 970 31
"ST" 970 33
"ST" 970 10
"ST" 970 33
"ST" 970 56
"ST" 970 66
"ST" 970 116
"ST" 970 134
"ST" 970 72
"ST" 970 126
"ST" 970 48
"ST" 970 22
"ST" 970 8
"ST" 970 89
"ST" 970 35
"ST" 970 27
"ST" 970 92
"ST" 970 27
"ST" 970 196
"ST" 970 64
"ST" 970 5
"ST" 970 51
"ST" 970 41
"ST" 970 39
"ST" 970 51
"ST" 970 143
"ST" 970 101
"ST" 970 18
"ST" 970 84
"ST" 970 11
"ST" 970 73
"ST" 970 71
"ST" 970 148
"ST" 970 65
"ST" 970 145
"ST" 970 13
"ST" 970 166
"ST" 970 62
"ST" 970 286
"ST" 970 65
"ST" 970 105
"ST" 970 152
"ST" 970 121
"ST" 970 81
"ST" 970 58
"ST" 970 104
"ST" 970 47
"ST" 970 54
"ST" 970 116
"ST" 970 90
"ST" 970 20
"ST" 970 180
"ST" 970 100
"ST" 970 49
"ST" 970 106
"ST" 970 59
"ST" 970 109
"ST" 970 81
"ST" 970 60
"ST" 970 111
"ST" 970 32
"ST" 970 75
"ST" 970 30
"ST" 970 63
"ST" 970 47
"ST" 970 67
"ST" 970 73
"ST" 970 60
"ST" 970 98
"ST" 970 107
"ST" 970 117
"ST" 970 53
"ST" 970 57
"ST" 970 159
"ST" 970 50
"ST" 970 51
"ST" 970 54
"ST" 970 83
"ST" 970 289
"ST" 970 67
"ST" 970 49
"ST" 970 19
"ST" 970 72
"ST" 970 118
"ST" 970 75
"ST" 970 63
"ST" 970 61
"ST" 970 41
"ST" 970 114
"ST" 970 79
"ST" 970 130
"ST" 970 90
"ST" 970 47
"ST" 970 108
"ST" 970 37
"ST" 970 54
"ST" 970 98
"ST" 970 101
"ST" 970 128
